,Submission_ID,Question,JediConsultantID,Submission_Text,Submission_Date
796,97,8,97,"Don't center yourself: Remember that allyship is about supporting marginalized groups, not about making yourself the center of attention. Avoid taking credit for the work of others or trying to speak on behalf of communities you do not belong to.",2023-03-06
797,98,8,98,Keep learning and growing: Allyship is a continuous process of learning and growth. Stay open to feedback and be willing to acknowledge and address your own biases and privilege.,2023-03-06
798,99,8,99,"Engage in self-reflection: Regularly reflect on your own actions and beliefs, and examine how they may perpetuate systems of oppression. This can help you identify areas where you need to grow and make changes to better support marginalized groups.",2023-03-06
799,100,8,100,"One more way to engage in allyship is to listen actively and with an open mind to the experiences and perspectives of marginalized groups. This means being willing to acknowledge and challenge our own biases and assumptions, and taking responsibility for our own education and understanding of issues related to diversity, equity, and inclusion. It also means amplifying the voices of marginalized groups, using our privilege to create space for their perspectives to be heard and respected. Ultimately, allyship requires a willingness to be uncomfortable, to take risks, and to commit to ongoing learning and growth in the service of creating a more just and equitable world.",2023-03-06
800,1,9,1,"Defining real work from performative work requires an understanding of the motivations and outcomes of the work being done. Real work is characterized by a genuine desire to create positive change and a commitment to sustained action over time. It involves actively working to address issues of diversity, equity, and inclusion, and making tangible progress towards meaningful change. Real work is often informed by a deep understanding of the root causes of systemic inequities and a willingness to engage in uncomfortable conversations and take action to address them.",2023-03-06
801,2,9,2,"In contrast, performative work is characterized by a focus on optics and appearances, rather than actual progress. It involves superficial gestures and actions that are designed to create the illusion of progress, without actually addressing the root causes of systemic inequities. Performative work is often motivated by a desire to appear progressive or to avoid criticism, rather than a genuine commitment to change. It may involve the use of buzzwords, hashtags, or other symbols of support without any substantive action to back them up.",2023-03-06
802,3,9,3,"To differentiate between real work and performative work, it is important to look beyond surface-level actions and examine the motivations and outcomes of the work being done. Real work is characterized by a deep commitment to creating positive change and a willingness to engage in sustained action over time.",2023-03-06
803,4,9,4,"It involves actively working to address the root causes of systemic inequities, rather than just the symptoms. In contrast, performative work is characterized by a focus on appearances and optics, rather than actual progress towards meaningful change. It involves superficial gestures and actions that do not address the root causes of systemic inequities.",2023-03-06
804,5,9,5,"Real work work is tangible and can be measured, such as manufacturing physical labor Perform work on the other hand, is work that is more abstract and intangible, such as a performance, a speech, or an act of activism. Performative work is often difficult to quantify measure, since it is based off of intangible subjective qualities that are difficult to measure",2023-03-06
805,6,9,6,"Real work is action that leads to meaningful change in addressing issues of diversity, equity, and inclusion, while performative work is action that is solely focused on appearances and does not result in substantive change.",2023-03-06
806,7,9,7,"Real work is focused on creating tangible outcomes that directly benefit marginalized communities, while performative work is focused on creating a superficial appearance of engagement without actually addressing systemic issues.",2023-03-06
807,8,9,8,"Real work involves taking proactive steps to address systemic issues of oppression and inequality, while performative work is merely symbolic and doesn't create any real change.",2023-03-06
808,9,9,9,"Real work is focused on dismantling systems of oppression and creating a more equitable society, while performative work is superficial and focused on individual actions rather than structural change.",2023-03-06
809,10,9,10,"Real work involves listening to and centering the voices of marginalized communities, while performative work involves using those voices as props for the benefit of the dominant group.",2023-03-06
810,11,9,11,"Real work involves taking risks and making meaningful changes to existing power structures, while performative work is focused on maintaining the status quo.",2023-03-06
811,12,9,12,"Real work requires a sustained commitment to change over time, while performative work is often a one-time event or action.",2023-03-06
812,13,9,13,"Real work involves engaging in difficult conversations and confronting uncomfortable truths, while performative work is focused on avoiding these conversations and maintaining a sense of comfort.",2023-03-06
813,14,9,14,"Real work is focused on systemic change, while performative work is often focused on individual or surface-level changes.",2023-03-06
814,15,9,15,"Real work involves holding oneself and others accountable for creating tangible change, while performative work often involves avoiding accountability and responsibility.",2023-03-06
815,16,9,16,"Real work is a task or action that produces tangible results, while performative work is more focused on public perception or aesthetic impact. Real work is practical and purposeful, while performative is often more abstract and subjective.",2023-03-06
816,17,9,17,"Real work is something that requires tangible effort and produces tangible results, while performative work is something that is done to create an impression or create an aesthetic display.",2023-03-06
817,18,9,18,"Real work is focused on the outcome rather than the process, while performative work is more about the process and experience than the outcome.",2023-03-06
818,19,9,19,"Real work is-oriented and efficient, while performative work is more about the journey than the destination.",2023-03-06
819,20,9,20,"Real work is often done for practical or utilitarian purposes, while performative work is often more creative or artistic in nature.",2023-03-06
820,21,9,21,"Real work is often done with a clear purpose in mind, while performative work is often more open-ended and exploratory.",2023-03-06
821,22,9,22,"Real work tends to be more structured and linear, while performative work often requires greater flexibility and improvisation.",2023-03-06
822,23,9,23,"Real work is typically done for a specific purpose, performative work is often meant to be enjoyed, appreciated, or reflected upon.",2023-03-06
823,24,9,24,"Real work is often done with a sense of duty or necessity, while performative work is often done with a sense of joy or passion.",2023-03-06
824,25,9,25,"Real work is done a level of or, performative work can be done more leisurely and at a relaxed pace",2023-03-06
825,26,9,26,"Real work involves taking tangible actions towards creating a more diverse, equitable, and inclusive environment, while performative work is focused on optics and appearance without any meaningful change.",2023-03-06
826,27,9,27,"Real work involves engaging in difficult conversations, actively listening to marginalized voices, and implementing policies and practices that promote equity, while performative work is limited to social media posts or statements without any actual action.",2023-03-06
827,28,9,28,"Real work involves recognizing one's own biases and privilege, seeking out education and resources to promote understanding, and taking accountability for one's own actions and the impact they have on marginalized groups, while performative work is focused on superficial gestures and not addressing the root causes of systemic inequities.",2023-03-06
828,29,9,29,"Real work involves investing time, resources, and effort in long-term, sustainable solutions to address issues of diversity, equity, and inclusion, while performative work is limited to short-term actions or events that have no lasting impact.",2023-03-06
829,30,9,30,"Real work involves building authentic relationships with individuals and communities from diverse backgrounds, while performative work is focused on using marginalized groups as props or tokens for one's own gain.",2023-03-06
830,31,9,31,"Real work involves taking risks and challenging the status quo to create systemic change, while performative work is often safe and comfortable, and reinforces the existing power structures.",2023-03-06
831,32,9,32,"Real work involves being open to feedback, being willing to learn and grow, and recognizing that creating a more equitable society is an ongoing process, while performative work is focused on maintaining the status quo and avoiding discomfort.",2023-03-06
832,33,9,33,"Real work involves using one's platform and influence to elevate marginalized voices, create opportunities for underrepresented groups, and actively work towards creating a more inclusive environment, while performative work is focused on appearing to be inclusive without any actual impact.",2023-03-06
833,34,9,34,"Real work involves being accountable for one's own actions and the impact they have on marginalized groups, while performative work is focused on deflecting responsibility and avoiding accountability.",2023-03-06
834,35,9,35,"Real work involves recognizing that creating a more equitable and inclusive society requires a deep understanding of the root causes of systemic inequities and actively working to address them, while performative work is focused on surface-level solutions that do not address the underlying issues.",2023-03-06
835,36,9,36,"Real work involves consistent action and behavior change, while performative work is often a one-time or occasional gesture that doesn't necessarily result in tangible outcomes.",2023-03-06
836,37,9,37,"Real work is focused on the needs and perspectives of marginalized communities, while performative work is more focused on making oneself look good or avoiding criticism.",2023-03-06
837,38,9,38,"Real work involves genuine self-reflection and education, while performative work may involve superficial or tokenistic attempts to appear ""woke"" or ally themselves with certain causes.",2023-03-06
838,39,9,39,"Real work is driven by a desire for lasting change and progress, while performative work is motivated by a desire for personal gain or reputation enhancement.",2023-03-06
839,40,9,40,"Real work involves engaging in uncomfortable conversations and taking risks, while performative work may involve only engaging in comfortable conversations and taking no risks.",2023-03-06
840,41,9,41,"Real work is done in partnership with marginalized communities, while performative work is often done without their input or consultation.",2023-03-06
841,42,9,42,"Real work involves ongoing evaluation and adjustment, while performative work is often a one-and-done effort without follow-up or accountability.",2023-03-06
842,43,9,43,"Real work involves a commitment to challenging and dismantling systemic oppression, while performative work may only focus on individual actions or attitudes.",2023-03-06
843,44,9,44,"Real work involves recognizing and addressing one's own privilege and biases, while performative work may involve only criticizing others without acknowledging one's own complicity.",2023-03-06
844,45,9,45,"Real work is grounded in humility and a willingness to learn and grow, while performative work may be driven by ego or a desire to be seen as ""good"" or ""righteous.""",2023-03-06
845,46,9,46,"Real involves outcomes that be seen, or touched whereas performative may be more abstract or intangible goals.",2023-03-06
846,47,9,47,Work typically physical or mental labor and performative work involve tasks that are more symbolic in nature.,2023-03-06
847,48,9,48,"Real work involves tasks that are necessary to achieve a specific goal or outcome, while performative work involves an element of “performance” or “showmanship”.",2023-03-06
848,49,9,49,"Work is often with a specific goal in mind, while performative work may be to create an impression or to show off.",2023-03-06
849,50,9,50,"Real work is often done in response to external demand or pressure, while performative work may be done to impress or demonstrate ability.6. Real work is often done for financial gain and a sense of accomplishment, while performative work may be done to attract more.",2023-03-06
850,51,9,51,Real work involves concrete results while active work is more abstract and conceptual in.,2023-03-06
851,52,9,52,"Real work is often out of necessity, whereas performative work may be for the purpose of recreation or entertainment.",2023-03-06
852,53,9,53,"Real work is often done with a duty, while performative may be done for the purpose of self-expression or personal satisfaction.",2023-03-06
853,54,9,54,"Real work typically involves manual labor, while performative work may involve mental creativity",2023-03-06
854,55,9,55,"Real work involves consistent effort and action towards achieving measurable outcomes, while performative work often relies on one-time gestures or surface-level actions that do not address underlying issues.",2023-03-06
855,56,9,56,"Real work is grounded in a deep understanding of the issue at hand and a willingness to learn from and listen to those directly impacted, while performative work can be characterized by a lack of understanding or a shallow approach to the issue.",2023-03-06
856,57,9,57,"Real work is sustained over time, with a commitment to ongoing improvement and accountability, while performative work can be fleeting or short-lived, with little follow-through or continued effort.",2023-03-06
857,58,9,58,"Real work is collaborative and inclusive, involving a range of stakeholders and perspectives, while performative work may be driven by a desire to simply appear to be doing something without engaging in meaningful collaboration or consultation.",2023-03-06
858,59,9,59,"Real work requires self-reflection, humility, and a willingness to confront uncomfortable truths, while performative work can be characterized by defensiveness, denial, or a desire to avoid discomfort or challenge.",2023-03-06
859,60,9,60,"Real work is rooted in a genuine desire to effect positive change and create a more equitable and just society, while performative work may be motivated by external pressures or a desire for personal gain or recognition.",2023-03-06
860,61,9,61,"Real work involves an ongoing process of education and personal growth, as individuals seek to deepen their understanding of issues and expand their perspectives, while performative work can be characterized by a lack of personal growth or a reluctance to engage in difficult conversations or challenging situations.",2023-03-06
861,62,9,62,"Real work is tailored to the specific needs and circumstances of the communities or individuals being served, while performative work may take a one-size-fits-all approach or fail to address the unique needs and challenges of different communities or individuals.",2023-03-06
862,63,9,63,"Real work involves a willingness to take risks and experiment with new approaches and strategies, while performative work may be characterized by a reliance on tried-and-true methods or a lack of creativity and innovation.",2023-03-06
863,64,9,64,"Real work requires a willingness to confront systemic and institutional issues, while performative work may be focused solely on individual behaviors or attitudes without addressing the larger structural factors that perpetuate inequality and injustice.",2023-03-06
864,65,9,65,"Real work involves a sustained effort over time, whereas performative work is often a one-time or short-term effort that is meant to be seen by others.",2023-03-06
865,66,9,66,"Real work focuses on systemic change, whereas performative work often only addresses surface-level issues.",2023-03-06
866,67,9,67,"Real work is rooted in a deep understanding of the issues at hand, whereas performative work may only scratch the surface of the problem.",2023-03-06
867,68,9,68,"Real work involves actively listening to and engaging with marginalized communities, whereas performative work may involve speaking over or for them.",2023-03-06
868,69,9,69,"Real work is often messy and challenging, whereas performative work is often clean and comfortable.",2023-03-06
869,70,9,70,"Real work involves introspection and self-reflection, whereas performative work often avoids addressing one's own biases and privileges.",2023-03-06
870,71,9,71,"Real work involves tangible outcomes and measurable progress, whereas performative work may lack clear goals or metrics.",2023-03-06
871,72,9,72,"Real work involves accountability and taking responsibility for one's actions, whereas performative work may be driven by a desire to avoid criticism or consequences.",2023-03-06
872,73,9,73,"Real work involves a commitment to long-term change, whereas performative work may be motivated by short-term gains or personal accolades.",2023-03-06
873,74,9,74,"Real work involves being willing to learn, grow, and make mistakes, whereas performative work often involves trying to appear perfect or infallible.",2023-03-06
874,75,9,75,"In identifying real work from performative work, it's important to observe the motivations behind the work. Real work is typically done with of tangible results, while performative work is done more as a show or to gain attention. Real work often requires more effort and time, whereas performative work is done more for the purpose of impressing or demonstrating a skill.",2023-03-06
875,76,9,76,"Real work is often focused on bringing about positive change, whereas performative work is often done for more superficial reasons. work often has a clear purpose, while active work may have a less clear goal or no goal at all. Additionally, work is done for the benefit of the public, whereas performative work may be more focused on personal gain.",2023-03-06
876,77,9,77,Authentic work is more likely to be self-reflexive conveying an awareness of its own context and construction. Performative work is often less self-aware and more focused on fulfilling an assignment or achieving a goal.,2023-03-06
877,78,9,78,"Authentic work puts the artist’s creativity and individual expression first, whereas performative work is more concerned with demonstrating a particular skill or technique.",2023-03-06
878,79,9,79,"Authentic work is often more abstract, whereas performative work is more focused on tangible outcomes.",2023-03-06
879,80,9,80,"Authentic often has a strong emotional component, whereas performative work is more focused on technical prowess and technique.",2023-03-06
880,81,9,81,"Authentic work is experimental, pushing conventional boundaries and exploring new forms or techniques while performative work is more likely to be within traditional boundaries.",2023-03-06
881,82,9,82,"Authentic work often shows a great level of detail, thought, and craft, performative work is more likely to be focused on the overall outcome or appearance.",2023-03-06
882,83,9,83,"Authentic work often has a unique and individual style, while performative work tends to be more uniform and consistent.",2023-03-06
883,84,9,84,"Authentic work often focuses on the artist’s feelings and emotions, while performative work is more likely to be focused on the task at hand.",2023-03-06
884,85,9,85,"Authentic work is often more challenging and unpredictable, while performative work is more likely to be predictable and consistent.",2023-03-06
885,86,9,86,"Authentic work often has a more improvisational approach, while performative work is more likely to follow a predetermined plan",2023-03-06
886,87,9,87,"Real work involves sustained effort and a long-term commitment to change, while performative work is often a one-time or short-term effort designed to give the appearance of progress without actually creating meaningful change.",2023-03-06
887,88,9,88,"Real work involves actively listening to and amplifying the voices of marginalized communities, while performative work often centers on the perspectives and experiences of those in positions of power.",2023-03-06
888,89,9,89,"Real work involves taking concrete actions that address systemic inequalities and injustices, while performative work often focuses on surface-level changes that do not address the root causes of these issues.",2023-03-06
889,90,9,90,"Real work involves acknowledging and addressing one's own biases and privileges, while performative work often involves only superficial expressions of solidarity without taking any real action to challenge existing power structures.",2023-03-06
890,91,9,91,"Real work involves creating opportunities for meaningful dialogue and engagement between different communities, while performative work often involves only token gestures of diversity and inclusion.",2023-03-06
891,92,9,92,"Real work involves engaging in ongoing self-reflection and learning, while performative work often involves only superficial gestures of allyship without any real commitment to personal growth and development.",2023-03-06
892,93,9,93,"Real work involves making tangible progress towards achieving equity and justice, while performative work often involves only symbolic gestures that do not result in any significant change.",2023-03-06
893,94,9,94,"Real work involves building authentic relationships and trust with marginalized communities, while performative work often involves only surface-level attempts to connect without any real effort to understand or support these communities.",2023-03-06
894,95,9,95,"Real work involves actively challenging and disrupting existing power structures, while performative work often involves only superficial attempts to appear progressive without actually challenging the status quo.",2023-03-06
895,96,9,96,"Real work involves being accountable to marginalized communities and actively seeking feedback on one's actions and impact, while performative work often involves only performative apologies or defensiveness when called out for problematic behavior.",2023-03-06
896,97,9,97,"Focus on the outcome: Real work produces tangible results that contribute to meaningful change, while performative work may focus more on appearances and public relations. Ask yourself what concrete changes have been made as a result of the work, and how it has impacted the communities or issues it aims to address.",2023-03-06
897,98,9,98,"Look at the history and track record: Real work is typically built on a foundation of ongoing efforts and a consistent commitment to the cause, while performative work may be more sporadic and focused on short-term gains. Take a close look at the organization or individual's history of engagement and whether their actions have been consistent and sustained.",2023-03-06
898,99,9,99,"Evaluate the level of risk involved: Real work often involves taking risks, such as speaking out against injustice or challenging the status quo, while performative work may be safer and less confrontational. Consider the level of risk and sacrifice involved in the work, and whether it is truly pushing boundaries and challenging the systems of oppression.",2023-03-06
899,100,9,100,"Examine the level of engagement with impacted communities: Real work often involves meaningful engagement with the communities and individuals most impacted by the issues at hand, while performative work may be more focused on optics and self-promotion. Consider whether the work is centered around the voices and experiences of those most affected, and whether it is genuinely working towards their empowerment and liberation.",2023-03-06
900,1,10,1,"Educate yourself: Read books, attend workshops, and have conversations with people from marginalized communities to learn more about their experiences and perspectives.",2023-03-06
901,2,10,2,Acknowledge privilege: Recognize and understand the privilege that comes with your identity and use it to advocate for marginalized communities.,2023-03-06
902,3,10,3,Listen and believe: Listen to the experiences of those who have been marginalized and believe them when they share their stories. Avoid making assumptions or being dismissive.,2023-03-06
903,4,10,4,Speak up: Use your voice and platform to advocate for marginalized communities and address injustices.,2023-03-06
904,5,10,5,"Take action: Participate in events and actions that support marginalized communities, and use your resources and influence to support them.",2023-03-06
905,6,10,6,Hold yourself accountable: Recognize that allyship is an ongoing process and hold yourself accountable for continuous learning and growth.,2023-03-06
906,7,10,7,Be willing to make mistakes: Recognize that allyship is a process and it's okay to make mistakes as long as you're willing to learn from them and do better next time.,2023-03-06
907,8,10,8,"Foster inclusive spaces: Create spaces where marginalized voices are heard and included, and work to dismantle systems of oppression within those spaces.",2023-03-06
908,9,10,9,Amplify marginalized voices: Use your platform and resources to amplify the voices of marginalized communities and uplift their work.,2023-03-06
909,10,10,10,"Challenge biases: Challenge your own biases and those of others around you, and work to create a more inclusive and equitable environment for everyone.",2023-03-06
910,11,10,11,"Achieving better engagement and allyship requires two-way communication, active listening, and an understanding of the needs and experiences of the people involved. When engaging in conversations about allyship, it is important to be aware of the power dynamics at play, as well as the potential for misunderstandings and tension.",2023-03-06
911,12,10,12,"In order to create a culture of understanding and allyship, individuals should strive to be open to learning and growing from different perspectives, while also recognizing and appreciating the experiences of others. This can be achieved by actively listening, validating, and recognizing people's stories, while also attempting to understand the contexts of their experiences. Additionally, it is important to create a space of respect where everyone is heard and respected.",2023-03-06
912,13,10,13,"When engaging in allyship and conversations around it, it is also important to consider the impact that one's words and actions have on others, and to take responsibility for any impact they have. This can include both positive and negative impacts, as it is important to be aware of all potential outcomes.",2023-03-06
913,14,10,14,"An important part of achieving better engagement and allyship is to be aware of one's own privilege and how it affects one's interactions with others. This is not to say that privilege should be ignored, but rather, to be aware of it and to use it to help further conversations and understanding",2023-03-06
914,15,10,15,"Develop an open and inclusive culture: Encourage open communication, respect differences, and provide opportunities for everyone to participate and share their experiences.",2023-03-06
915,16,10,16,"Educate yourself: Engage in self-reflection, read books, attend workshops, and learn about different cultures, experiences, and perspectives to increase your understanding and empathy.",2023-03-06
916,17,10,17,Listen actively: Actively listen to the experiences and concerns of others and ask questions to better understand their perspective.,2023-03-06
917,18,10,18,Amplify marginalized voices: Use your privilege and power to amplify the voices of marginalized groups and help create space for their perspectives to be heard.,2023-03-06
918,19,10,19,Take action: Use your influence and resources to create change and advocate for inclusive policies and practices.,2023-03-06
919,20,10,20,"Hold yourself accountable: Reflect on your actions and behaviors, acknowledge and learn from mistakes, and work to improve.",2023-03-06
920,21,10,21,"Build relationships: Cultivate relationships with people from diverse backgrounds, and work to build trust and respect.",2023-03-06
921,22,10,22,"Be an ally: Take active steps to support and advocate for marginalized groups, and use your privilege and influence to challenge oppression and discrimination.",2023-03-06
922,23,10,23,"Empower others: Work to empower others by providing support, resources, and opportunities for growth and development.",2023-03-06
923,24,10,24,"Celebrate diversity: Recognize and celebrate the diversity of people and experiences, and work to create an inclusive and welcoming environment for all.",2023-03-06
924,25,10,25,Be proactive: Don't wait for opportunities to arise before you engage or show allyship. Seek out ways to connect with marginalized communities and listen to their concerns.,2023-03-06
925,26,10,26,"Educate yourself: Take time to learn about the experiences of marginalized groups and the issues they face. Read books, listen to podcasts, attend workshops, and engage in dialogue with people who have different perspectives.",2023-03-06
926,27,10,27,Speak up: Don't stay silent when you see discrimination or injustice happening. Use your voice and privilege to advocate for change and create safe spaces for marginalized communities.,2023-03-06
927,28,10,28,"Take action: Don't just talk about allyship, but take concrete steps to support marginalized communities. This can include donating to organizations, volunteering, and actively promoting diversity and inclusion in your workplace or community.",2023-03-06
928,29,10,29,"Practice active listening: When engaging with marginalized communities, make sure to actively listen to their experiences and perspectives. Don't dismiss their concerns or offer unsolicited advice.",2023-03-06
929,30,10,30,Be humble: Recognize that you don't know everything and be willing to admit when you've made a mistake. Be open to learning from your mistakes and willing to change your behavior.,2023-03-06
930,31,10,31,Empower marginalized voices: Use your platform to amplify the voices of marginalized communities and advocate for their rights. Create opportunities for them to share their experiences and perspectives.,2023-03-06
931,32,10,32,"Challenge your own biases: Reflect on your own biases and assumptions and actively work to overcome them. This can include taking an implicit bias test, seeking feedback from others, and actively challenging your own thoughts and behaviors.",2023-03-06
932,33,10,33,"Build relationships: Focus on building genuine relationships with marginalized communities, rather than just seeking to be seen as an ally. This can help create trust and foster meaningful connections.",2023-03-06
933,34,10,34,Practice self-care: Engaging in allyship and promoting diversity and inclusion can be emotionally taxing. Make sure to prioritize your own self-care to avoid burnout and exhaustion.,2023-03-06
934,35,10,35,"Host conversations and forums to discuss diversity, inclusion, and allyship. This allows people to express their feelings and perspectives in a safe environment and can help build authentic relationships.",2023-03-06
935,36,10,36,Create a safe and respectful workplace where people can openly talk about allyship and bring forth ideas and suggestions on how to become better allies.,2023-03-06
936,37,10,37,Develop learning opportunities and education programs that focus on diversity and allyship. This can help build understanding and empathy among people and create a culture of collaboration and understanding.,2023-03-06
937,38,10,38,Monitor and measure the progress of allyship and engagement in the workplace. Track changes in attitudes and behaviors and identify areas for improvement.,2023-03-06
938,39,10,39,Encourage people to speak up and challenge opinions that are not inclusive. This can help create an environment where differences are embraced and respected.,2023-03-06
939,40,10,40,Invest in mentorship programs that pair people from different backgrounds to foster open communication and understanding.,2023-03-06
940,41,10,41,Celebrate diversity with events and activities that emphasize the importance of allyship and celebrate the strengths and gifts of different cultures.,2023-03-06
941,42,10,42,Incorporate allyship into company policies and procedures. Ensure that allyship is part of the company’s core values.,2023-03-06
942,43,10,43,"Promote a sense of belonging for everyone by creating an environment where everyone feels seen, heard, and respected.",2023-03-06
943,44,10,44,Install feedback mechanisms to ensure that allyship and engagement are considered throughout all areas of the organization,2023-03-06
944,45,10,45,"Provide education and training: Offering education and training opportunities to employees and allies can help increase awareness, build empathy, and develop skills to address and prevent bias, discrimination, and harassment.",2023-03-06
945,46,10,46,"Foster a culture of belonging: Creating a culture that values diversity, equity, and inclusion can help everyone feel welcome and valued. Foster a culture of belonging by celebrating differences, promoting inclusive language and behaviors, and creating opportunities for all to contribute.",2023-03-06
946,47,10,47,"Amplify underrepresented voices: Actively seek out and amplify the voices of underrepresented groups. This can include inviting them to speak at events, highlighting their achievements, and promoting their work.",2023-03-06
947,48,10,48,"Hold leaders accountable: Leaders should be held accountable for promoting diversity, equity, and inclusion. This can include setting goals, tracking progress, and making diversity and inclusion a part of performance evaluations.",2023-03-06
948,49,10,49,Encourage allyship: Encourage allies to take action in support of underrepresented groups. This can include using their privilege to speak out against discrimination and creating opportunities for underrepresented groups to succeed.,2023-03-06
949,50,10,50,"Provide resources and support: Offer resources and support for employees and allies, such as mental health services, employee resource groups, and diversity and inclusion training.",2023-03-06
950,51,10,51,"Recognize and reward progress: Celebrate progress and successes in creating a more inclusive workplace. This can include recognizing individuals and teams who promote diversity, equity, and inclusion and tying rewards and incentives to progress.",2023-03-06
951,52,10,52,"Hold open conversations: Provide spaces for open and honest conversations about diversity, equity, and inclusion. Encourage employees and allies to share their experiences, ask questions, and challenge biases.",2023-03-06
952,53,10,53,"Foster collaboration: Encourage collaboration across teams and departments to promote diversity, equity, and inclusion. This can include creating cross-functional teams to address diversity and inclusion issues and promoting partnerships with external organizations.",2023-03-06
953,54,10,54,"Continuously evaluate and improve: Continuously evaluate and improve diversity, equity, and inclusion efforts. This can include gathering feedback from employees, analyzing data, and adjusting strategies accordingly.",2023-03-06
954,55,10,55,Build trust with employees by having regular check-ins and listening to their feedback on how best to improve engagement and allyship.,2023-03-06
955,56,10,56,Promote positive social interactions between employees by hosting events and activities that encourage diverse perspectives and collaboration.,2023-03-06
956,57,10,57,"Create clear policies and procedures that define what engagement and allyship look like in the workplace, and ensure they are communicated to everyone in the organization.",2023-03-06
957,58,10,58,"Train managers to lead by example in terms of engagement and allyship, and recognize them when they take positive steps to improve these areas.",2023-03-06
958,59,10,59,"Encourage employees to share their experiences, stories, and perspectives in a safe and supportive environment.",2023-03-06
959,60,10,60,Invest in learning and development initiatives that provide employees with the tools and resources to build their knowledge and skills in engagement and allyship.,2023-03-06
960,61,10,61,mentorships and peer-to-peer coaching to support employees in developing their engagement and allyship skills.,2023-03-06
961,62,10,62,Leverage technology and social media platforms to promote engagement and allyship on a larger scale.,2023-03-06
962,63,10,63,"Celebrate diversity and inclusion, and recognize employees for their efforts in promoting engagement and in allyship in the workplace.",2023-03-06
963,64,10,64,Encourage employees to take part in community initiatives that promote understanding and acceptance of all backgrounds and cultures,2023-03-06
964,65,10,65,"Develop a clear understanding of what engagement and allyship mean in your context. This involves actively learning about and respecting the experiences, cultures, and identities of the people you are seeking to engage and support as an ally.",2023-03-06
965,66,10,66,"Create a culture of inclusion within your organization or community. This includes actively seeking out and promoting diverse perspectives, challenging biased language or behaviors, and ensuring that everyone has equal opportunities to participate and succeed.",2023-03-06
966,67,10,67,Listen deeply to the experiences and perspectives of those you seek to engage or support as an ally. This means setting aside your own assumptions and biases and truly striving to understand their point of view.,2023-03-06
967,68,10,68,Take an intersectional approach to engagement and allyship. Recognize that people have multiple identities and experiences that intersect and shape their unique perspective perspectives,2023-03-06
968,69,10,69,"Educate yourself and others about issues related to diversity, equity, and inclusion. This can involve attending training, reading books and articles, and seeking out diverse perspectives and opinions.",2023-03-06
969,70,10,70,"Recognize and address power imbalances within your organization or community. This may involve examining your own privilege and biases, advocating for policies and practices that promote equity and inclusion, and supporting marginalized voices.",2023-03-06
970,71,10,71,Use inclusive language and actions that signal your commitment to creating an environment that is welcoming and supportive of all individuals.,2023-03-06
971,72,10,72,Be proactive in identifying and addressing systemic barriers to engagement and allyship. This includes advocating for policy changes and institutional reforms that promote equity and inclusion.,2023-03-06
972,73,10,73,"Build authentic relationships with the people you seek to engage or support as an ally. This involves actively listening, showing empathy, and being willing to have difficult conversations when necessary.",2023-03-06
973,74,10,74,"Continuously assess your own engagement and allyship efforts, seeking feedback and making adjustments as needed to ensure that you are truly creating a supportive and inclusive environment for all.",2023-03-06
974,75,10,75,"Practice active listening: One of the keys to smooth engagement and allyship is to be an active listener. This means actively paying attention to what others are saying and validating their experiences, emotions, and perspectives.",2023-03-06
975,76,10,76,"Educate yourself: Take the time to educate yourself on the experiences of marginalized groups and the issues they face. This could include reading books, attending workshops, or listening to podcasts on the subject.",2023-03-06
976,77,10,77,Use inclusive language: Using inclusive language is a simple yet powerful way to show your commitment to engagement and allyship. Be mindful of the language you use and make sure it is inclusive and respectful to all.,2023-03-06
977,78,10,78,"Amplify marginalized voices: As an ally, it is important to use your platform to amplify the voices of marginalized individuals and communities. Share their stories, amplify their messages, and give them a platform to speak.",2023-03-06
978,79,10,79,"Take action: Allyship is not just about words, it’s also about actions. Take concrete actions to support marginalized communities, whether it’s donating to a cause, attending a protest, or volunteering your time.",2023-03-06
979,80,10,80,"Check your privilege: As an ally, it’s important to be aware of your own privilege and how it impacts your actions and perspectives. Reflect on your own biases and be willing to challenge them.",2023-03-06
980,81,10,81,Engage in self-reflection: Regularly take time to reflect on your own engagement and allyship practices. Ask yourself what you could be doing better and how you can be a more effective ally.,2023-03-06
981,82,10,82,"Build meaningful relationships: Building authentic and meaningful relationships with people from different backgrounds is a key part of engagement and allyship. Take the time to get to know people and build strong, genuine connections.",2023-03-06
982,83,10,83,Practice humility: Recognize that you may not have all the answers and be willing to learn from others. Practice humility in your engagement and allyship and be open to feedback and constructive criticism.,2023-03-06
983,84,10,84,"Take responsibility: Finally, take responsibility for your own engagement and allyship. Don’t expect marginalized individuals to educate you or guide you every step of the way. Take ownership of your own learning and action, and hold yourself accountable.",2023-03-06
984,85,10,85,Establish clear goals and expectations: Setting clear goals and expectations before a meeting or collaboration can help ensure that everyone is on the same page and working towards a common goal. This can help minimize misunderstandings and conflicts.,2023-03-06
985,86,10,86,Foster open communication: Encourage open communication and active listening to ensure that everyone has the opportunity to express their thoughts and opinions. This can help create an environment where all voices are heard and valued.,2023-03-06
986,87,10,87,"Promote inclusive behaviors: Encourage behaviors that promote inclusivity, such as active listening, acknowledging and validating others' experiences, and avoiding assumptions or stereotypes.",2023-03-06
987,88,10,88,"Educate yourself: Take the time to educate yourself on diversity, equity, and inclusion issues, as well as on the experiences of marginalized groups. This can help you better understand and support the perspectives of others.",2023-03-06
